ID,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
7921.0,2.0,63.5,0.0,0.0,9.0,99.06666667,0.036363636,0.072727273,0.0,,Oct,1.0,1.0,1.0,4.0,Returning_Visitor,False,False
2617.0,8.0,364.5,0.0,0.0,26.0,783.5,,0.013461538,0.0,0.0,May,1.0,2.0,4.0,15.0,Returning_Visitor,True,False
386.0,0.0,0.0,0.0,0.0,2.0,254.0,0.0,,0.0,0.0,Mar,3.0,2.0,4.0,1.0,Returning_Visitor,False,False
5752.0,5.0,30.0,1.0,4.0,107.0,4376.902655,0.007272727,0.021707552,0.0,0.0,Oct,2.0,2.0,2.0,4.0,Returning_Visitor,False,False
8645.0,2.0,45.5,0.0,0.0,9.0,122.25,0.0,0.018181818,,0.0,Dec,2.0,2.0,7.0,2.0,New_Visitor,False,False
6648.0,13.0,913.5222222,3.0,,,1293.652222,0.002631579,0.020570175,1.483746347,0.0,Aug,2.0,2.0,4.0,2.0,Returning_Visitor,True,False
745.0,0.0,0.0,0.0,0.0,20.0,1117.333333,0.0,0.000956938,0.0,0.0,Mar,2.0,4.0,7.0,2.0,Returning_Visitor,False,False
6150.0,4.0,115.7,0.0,0.0,16.0,655.3833333,0.0,0.012037037,0.0,,Nov,1.0,1.0,2.0,3.0,Returning_Visitor,False,False
8702.0,4.0,128.125,4.0,134.5,93.0,2697.17535,0.006060606,0.019274564,0.0,0.0,Nov,2.0,2.0,3.0,2.0,Returning_Visitor,True,False
5734.0,3.0,33.6,0.0,0.0,4.0,109.5,0.0,0.013333333,0.0,0.0,Oct,3.0,2.0,1.0,2.0,New_Visitor,False,False
614.0,4.0,76.0,0.0,0.0,39.0,1936.55,0.004761905,0.023809524,5.51397619,0.0,Mar,4.0,1.0,3.0,2.0,Returning_Visitor,False,False
2488.0,0.0,0.0,0.0,0.0,69.0,653.2777778,0.014705882,0.053431373,0.0,0.6,May,2.0,4.0,7.0,4.0,,False,False
1218.0,0.0,0.0,0.0,0.0,8.0,612.0,0.0,,0.0,0.0,Mar,3.0,3.0,1.0,2.0,New_Visitor,True,False
3071.0,3.0,314.5,0.0,0.0,22.0,2837.166667,0.0,0.008333333,0.0,0.0,May,2.0,4.0,2.0,2.0,New_Visitor,False,False
,0.0,0.0,0.0,0.0,29.0,1137.166667,0.0,0.007142857,22.27457143,0.0,May,1.0,8.0,1.0,11.0,Returning_Visitor,True,True
8030.0,0.0,0.0,0.0,0.0,4.0,202.75,0.0,0.025,0.0,,Nov,3.0,2.0,1.0,13.0,Returning_Visitor,False,False
11115.0,1.0,37.5,0.0,0.0,25.0,593.2916667,0.008333333,0.00375,0.0,0.0,,1.0,1.0,1.0,1.0,Returning_Visitor,True,False
3018.0,0.0,0.0,0.0,0.0,7.0,220.3333333,0.0,0.01,0.0,0.0,May,2.0,2.0,1.0,5.0,New_Visitor,False,False
8828.0,3.0,36.0,2.0,763.0,9.0,163.5,0.0,0.014285714,0.0,0.0,Dec,8.0,2.0,1.0,2.0,New_Visitor,False,True
10747.0,3.0,7.0,1.0,25.16666667,21.0,446.0,0.019047619,0.031746032,,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
8631.0,5.0,68.5,2.0,34.25,385.0,14505.72725,0.007309999,0.013519938,0.0,0.0,Nov,3.0,2.0,3.0,3.0,Returning_Visitor,False,False
,0.0,0.0,0.0,0.0,8.0,186.5,0.0,0.025,0.0,0.0,Mar,2.0,2.0,3.0,3.0,Returning_Visitor,True,False
6857.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,June,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
2961.0,0.0,,0.0,0.0,43.0,3382.083333,0.0,0.011627907,0.0,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
6593.0,2.0,227.6,0.0,0.0,115.0,5284.816825,0.0,0.002849003,0.0,0.0,Oct,2.0,2.0,4.0,4.0,Returning_Visitor,False,False
7729.0,11.0,157.3889922,3.0,338.4,46.0,1624.935625,0.005357143,0.021391443,0.0,0.0,Nov,3.0,2.0,3.0,3.0,Returning_Visitor,False,
6960.0,16.0,445.35,0.0,0.0,103.0,2091.037588,0.007894737,0.028165804,7.224419132,0.0,Oct,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
2418.0,0.0,0.0,0.0,0.0,42.0,2058.25,,0.051219512,0.0,0.2,May,2.0,10.0,7.0,1.0,Returning_Visitor,False,False
8049.0,0.0,0.0,0.0,0.0,5.0,720.5,0.16,0.18,0.0,0.0,Nov,3.0,,2.0,13.0,Returning_Visitor,False,False
5881.0,0.0,0.0,0.0,0.0,4.0,35.33333333,0.05,0.1,0.0,0.0,June,1.0,,1.0,2.0,Returning_Visitor,True,False
9149.0,,0.0,0.0,0.0,5.0,89.5,0.04,0.053333333,0.0,0.0,Dec,1.0,1.0,3.0,2.0,Returning_Visitor,True,False
1587.0,2.0,66.0,,0.0,10.0,302.0,0.042857143,0.05952381,19.53495497,0.0,Mar,2.0,,3.0,2.0,Returning_Visitor,False,True
10166.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,Nov,2.0,4.0,1.0,3.0,,False,False
,0.0,0.0,0.0,0.0,,14.2,0.1,0.15,0.0,0.0,Oct,1.0,1.0,1.0,,Returning_Visitor,True,False
4100.0,,6.0,0.0,0.0,29.0,354.8333333,0.0,0.010344828,0.0,0.0,May,1.0,1.0,1.0,1.0,Returning_Visitor,True,False
10114.0,5.0,140.8,4.0,254.75,61.0,1740.052778,0.007179487,0.023796204,14.62413644,0.0,Nov,2.0,2.0,2.0,2.0,Returning_Visitor,True,False
6378.0,0.0,0.0,0.0,0.0,47.0,1423.0,0.004347826,0.013768116,0.0,,Sep,2.0,2.0,7.0,1.0,Returning_Visitor,False,False
10317.0,0.0,,0.0,0.0,2.0,180.1470588,0.033333333,0.055555556,0.0,0.0,Nov,6.0,2.0,3.0,8.0,,False,
2955.0,0.0,0.0,0.0,0.0,26.0,810.3713768,0.019230769,0.02530525,0.0,0.8,May,3.0,2.0,3.0,1.0,Returning_Visitor,False,False
11458.0,1.0,6.0,0.0,0.0,15.0,293.0,0.021428571,0.026190476,0.0,,Nov,2.0,2.0,7.0,,Returning_Visitor,False,False
10418.0,0.0,0.0,,0.0,6.0,316.25,0.0,0.033333333,0.0,0.0,Dec,3.0,13.0,9.0,20.0,Returning_Visitor,False,False
5107.0,0.0,0.0,0.0,0.0,6.0,106.5,0.0,0.033333333,0.0,0.0,May,,1.0,1.0,3.0,Returning_Visitor,False,False
3657.0,0.0,0.0,0.0,0.0,7.0,1010.166667,,0.095238095,0.0,0.0,May,2.0,2.0,1.0,3.0,Returning_Visitor,False,False
3782.0,2.0,386.0,1.0,25.0,31.0,2725.0,0.010909091,0.017482517,0.0,0.0,May,2.0,6.0,2.0,5.0,Returning_Visitor,True,False
5377.0,0.0,0.0,0.0,0.0,37.0,356.1666667,0.002702703,0.012162162,0.0,0.4,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
5690.0,9.0,64.5,3.0,99.6,33.0,768.4133333,0.004878049,0.013617886,41.34613116,0.0,Sep,2.0,2.0,4.0,2.0,Returning_Visitor,False,False
6825.0,19.0,230.3948365,3.0,,111.0,3276.190541,0.0088,0.011027644,0.447038663,0.0,Jul,1.0,1.0,3.0,3.0,Returning_Visitor,False,False
1044.0,3.0,308.0,0.0,0.0,54.0,1306.151974,0.003508772,0.012962963,0.0,0.0,Mar,2.0,2.0,4.0,1.0,Returning_Visitor,False,False
7339.0,3.0,35.4,0.0,0.0,38.0,937.8075758,0.01025641,0.039316239,0.0,0.0,Jul,3.0,2.0,1.0,1.0,Returning_Visitor,False,False
6731.0,2.0,49.4,2.0,7.0,4.0,53.2,0.028571429,0.042857143,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,False,False
4845.0,9.0,146.25,0.0,0.0,25.0,575.0,0.006666667,0.019666667,0.0,0.0,May,3.0,2.0,3.0,4.0,Returning_Visitor,True,False
4111.0,0.0,0.0,0.0,0.0,41.0,647.8166667,0.0125,,0.0,0.4,May,2.0,2.0,6.0,1.0,Returning_Visitor,False,False
3551.0,0.0,0.0,0.0,0.0,29.0,1721.125,0.042528736,0.071264368,0.0,,May,3.0,2.0,2.0,13.0,,False,False
5345.0,7.0,48.5,0.0,0.0,9.0,116.6666667,0.0,0.006666667,0.0,0.4,May,2.0,2.0,1.0,1.0,Returning_Visitor,,False
5823.0,0.0,0.0,0.0,0.0,4.0,52.3,0.0,0.1,0.0,0.0,Aug,2.0,,6.0,5.0,Returning_Visitor,False,False
1618.0,4.0,82.0,0.0,0.0,23.0,,0.007407407,0.024074074,,0.0,Mar,1.0,2.0,7.0,8.0,Returning_Visitor,False,
3144.0,12.0,637.9388889,0.0,0.0,61.0,1797.298291,0.025147059,0.029877803,,0.0,May,3.0,,1.0,1.0,Returning_Visitor,False,
3119.0,2.0,57.5,0.0,0.0,10.0,677.5,0.047619048,0.070138889,0.0,0.0,May,3.0,2.0,2.0,13.0,Returning_Visitor,False,False
11014.0,2.0,80.0,6.0,141.75,47.0,3573.472222,0.003773585,0.012006861,34.85660705,0.0,Dec,2.0,2.0,3.0,1.0,Returning_Visitor,False,False
10133.0,0.0,,0.0,0.0,25.0,686.5,0.016,0.032,0.0,0.0,Dec,2.0,2.0,7.0,1.0,Returning_Visitor,True,False
3060.0,7.0,134.0,2.0,,11.0,438.5833333,0.0125,0.032291667,0.0,0.0,May,2.0,5.0,1.0,2.0,Returning_Visitor,False,False
2216.0,2.0,47.0,0.0,0.0,42.0,1528.382468,0.0,0.004761905,17.69657143,1.0,May,1.0,1.0,1.0,4.0,New_Visitor,True,True
5350.0,0.0,0.0,0.0,0.0,6.0,122.5,0.011111111,0.077777778,0.0,0.2,May,2.0,6.0,6.0,4.0,Returning_Visitor,False,False
8546.0,0.0,0.0,0.0,0.0,59.0,3033.689449,0.00756193,0.015479685,0.0,0.0,Nov,1.0,2.0,3.0,2.0,Returning_Visitor,False,False
4585.0,0.0,0.0,0.0,0.0,68.0,,0.005970149,0.011488014,0.0,0.0,May,2.0,4.0,4.0,4.0,Returning_Visitor,False,False
358.0,0.0,0.0,0.0,0.0,24.0,308.8635531,0.0,0.028030303,0.0,0.0,Mar,2.0,6.0,2.0,2.0,Returning_Visitor,False,False
2849.0,0.0,0.0,0.0,0.0,12.0,202.0,0.0,0.041666667,0.0,0.0,May,2.0,2.0,7.0,14.0,Returning_Visitor,False,False
1283.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.04,0.0,0.0,Mar,2.0,4.0,1.0,,Returning_Visitor,False,False
8505.0,1.0,5.5,0.0,0.0,103.0,2429.279762,0.034951923,0.044360501,0.0,0.0,Nov,3.0,2.0,1.0,13.0,Returning_Visitor,False,False
10222.0,9.0,387.75,0.0,0.0,,980.5021994,0.000866739,0.012798697,9.581561053,0.0,Nov,3.0,2.0,3.0,1.0,Returning_Visitor,False,True
8418.0,9.0,156.6071429,5.0,156.75,83.0,2694.507143,0.0,0.009090909,0.0,0.0,Nov,2.0,4.0,1.0,2.0,Returning_Visitor,False,True
8103.0,7.0,169.5,0.0,0.0,50.0,1557.916667,0.003773585,0.013207547,0.0,0.0,Dec,1.0,1.0,3.0,2.0,Returning_Visitor,False,False
458.0,0.0,0.0,0.0,0.0,17.0,766.5,0.0,0.0125,61.9395,0.0,Mar,2.0,2.0,1.0,2.0,New_Visitor,True,True
1865.0,4.0,48.0,0.0,0.0,2.0,11.0,0.0,0.008,0.0,0.0,Mar,2.0,6.0,,7.0,New_Visitor,False,False
3423.0,,567.3571429,1.0,122.0,41.0,2504.699567,0.0,0.013075397,6.211094697,0.0,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
8219.0,1.0,,0.0,0.0,12.0,549.25,0.0,0.015384615,0.0,0.0,Dec,2.0,2.0,2.0,2.0,New_Visitor,False,False
8119.0,1.0,20.0,0.0,0.0,21.0,442.0,0.008695652,0.020289855,42.28127491,0.0,Nov,2.0,,1.0,13.0,Returning_Visitor,False,False
5196.0,3.0,138.0,2.0,1005.0,62.0,2450.435809,0.003125,0.012783365,0.0,0.0,May,2.0,2.0,4.0,4.0,,True,False
11624.0,1.0,0.0,0.0,0.0,50.0,1009.430952,,0.017238095,4.803305732,0.0,Nov,1.0,1.0,1.0,10.0,Returning_Visitor,True,True
11332.0,,0.0,0.0,0.0,3.0,255.0,0.0,0.066666667,0.0,0.0,Nov,2.0,5.0,8.0,3.0,Returning_Visitor,True,False
4206.0,0.0,0.0,0.0,0.0,6.0,110.0,0.011111111,0.058333333,0.0,0.0,May,2.0,2.0,4.0,2.0,Returning_Visitor,False,False
6292.0,,0.0,0.0,0.0,3.0,27.2,0.133333333,0.133333333,0.0,0.0,Oct,3.0,2.0,4.0,1.0,Returning_Visitor,False,False
2460.0,3.0,58.33333333,0.0,0.0,9.0,229.6666667,0.033333333,0.041666667,0.0,0.0,May,1.0,8.0,3.0,1.0,Returning_Visitor,True,False
2778.0,0.0,0.0,1.0,125.0,12.0,332.0,0.0,0.023076923,,0.0,May,2.0,2.0,4.0,4.0,Returning_Visitor,False,False
10668.0,0.0,0.0,0.0,0.0,31.0,835.2380952,0.0,0.009811828,0.0,0.0,Dec,2.0,2.0,1.0,10.0,Returning_Visitor,False,False
12288.0,8.0,167.9107143,6.0,547.75,111.0,6340.152381,0.003361345,0.009431773,44.21979406,0.0,Dec,3.0,2.0,6.0,2.0,Returning_Visitor,False,False
,2.0,36.75,2.0,9.0,20.0,393.5833333,0.008333333,0.033872603,0.0,0.0,Nov,,1.0,3.0,6.0,Returning_Visitor,,False
,7.0,340.6111111,2.0,129.0,57.0,4516.588312,0.005,0.015180847,8.052616667,0.0,May,2.0,2.0,,2.0,Returning_Visitor,False,False
5684.0,4.0,28.73333333,0.0,0.0,12.0,243.75,0.0,0.038571429,8.150811238,0.0,June,3.0,2.0,4.0,,Returning_Visitor,True,True
5658.0,0.0,0.0,0.0,0.0,5.0,0.0,0.2,0.2,0.0,0.0,Jul,3.0,2.0,2.0,13.0,Returning_Visitor,True,False
12079.0,8.0,822.6666667,3.0,225.3333333,45.0,1896.966667,0.011764706,0.02745098,7.521155028,0.0,Dec,1.0,,3.0,1.0,Returning_Visitor,False,False
2874.0,0.0,0.0,0.0,0.0,10.0,724.0,0.0,0.022222222,97.98,0.0,May,1.0,1.0,4.0,2.0,New_Visitor,True,True
8399.0,5.0,74.75,0.0,0.0,14.0,512.5,0.0,0.023529412,0.0,0.0,Dec,2.0,7.0,7.0,,New_Visitor,True,False
6992.0,3.0,67.0,0.0,0.0,,141.2,0.0,0.008333333,0.0,0.0,Oct,3.0,2.0,7.0,1.0,New_Visitor,False,False
3777.0,0.0,0.0,0.0,0.0,12.0,304.75,0.0,0.025,0.0,0.8,May,1.0,2.0,3.0,4.0,Returning_Visitor,False,False
6291.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.066666667,0.0,0.0,Nov,1.0,1.0,4.0,2.0,Returning_Visitor,True,True
2902.0,6.0,57.5,0.0,0.0,66.0,1285.548533,,0.018513906,20.97239726,0.0,,2.0,2.0,1.0,6.0,Returning_Visitor,False,True
4773.0,0.0,0.0,0.0,0.0,6.0,134.0,0.066666667,0.094444444,0.0,0.0,May,,1.0,1.0,3.0,Returning_Visitor,False,False
4368.0,0.0,0.0,0.0,0.0,16.0,,0.0,0.0125,0.0,0.0,May,4.0,1.0,1.0,3.0,Returning_Visitor,False,False
8456.0,4.0,106.0,0.0,0.0,6.0,180.4166667,0.0,0.025,0.0,0.0,Nov,3.0,6.0,3.0,,New_Visitor,False,False
3823.0,6.0,71.5,1.0,37.0,15.0,287.2916667,0.0,0.001234568,0.0,0.0,May,1.0,1.0,3.0,2.0,Returning_Visitor,False,False
539.0,0.0,0.0,0.0,0.0,6.0,185.0,0.0,0.1,0.0,0.0,Mar,1.0,1.0,1.0,10.0,Returning_Visitor,False,False
294.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,,0.0,Mar,1.0,1.0,1.0,1.0,Returning_Visitor,True,False
8517.0,0.0,0.0,1.0,100.0,19.0,1645.679762,0.002222222,0.02962963,0.0,0.0,Dec,2.0,5.0,6.0,1.0,Returning_Visitor,False,False
8529.0,0.0,,0.0,0.0,4.0,214.3333333,0.0,0.05,0.0,0.0,Nov,1.0,1.0,9.0,3.0,Returning_Visitor,False,False
6959.0,6.0,360.9166667,4.0,114.2,17.0,806.65,,0.015,,0.0,June,2.0,10.0,3.0,5.0,New_Visitor,True,False
380.0,2.0,102.5,3.0,60.0,,1034.975,0.0,0.014,16.14384,0.0,Mar,1.0,1.0,4.0,2.0,Returning_Visitor,False,True
2129.0,3.0,61.0,0.0,0.0,79.0,2819.966667,0.006097561,0.024390244,0.0,0.0,May,2.0,2.0,1.0,13.0,Returning_Visitor,False,False
6388.0,3.0,66.33333333,0.0,0.0,12.0,368.68,0.04,0.084444444,21.24191985,0.0,Nov,2.0,2.0,1.0,2.0,Returning_Visitor,False,True
8613.0,6.0,101.625,0.0,0.0,140.0,7097.582291,0.003448276,0.009952433,21.88856759,,Nov,2.0,2.0,3.0,13.0,Returning_Visitor,False,True
5021.0,1.0,3.0,0.0,0.0,11.0,549.3333333,0.0,0.005,0.0,0.0,May,,2.0,1.0,3.0,Returning_Visitor,False,False
10028.0,0.0,0.0,0.0,0.0,10.0,80.5,0.083333333,0.092222222,0.0,0.0,Dec,2.0,2.0,1.0,3.0,,False,False
8232.0,1.0,4.0,1.0,12.0,16.0,1012.964286,0.011764706,0.023529412,0.0,0.0,Dec,2.0,2.0,7.0,10.0,Returning_Visitor,False,False
8041.0,9.0,,3.0,197.4166667,76.0,1758.912393,0.004901961,0.016913178,22.86584543,0.0,Dec,3.0,2.0,2.0,6.0,Returning_Visitor,False,False
10111.0,4.0,140.475,1.0,0.0,,1252.561414,0.014038462,0.024738632,0.0,0.0,Nov,3.0,2.0,1.0,2.0,Returning_Visitor,True,False
2128.0,0.0,0.0,0.0,0.0,13.0,436.0,0.030769231,0.079487179,0.0,0.6,May,1.0,1.0,4.0,2.0,,,False
11526.0,0.0,0.0,0.0,0.0,40.0,2426.266667,0.004878049,,0.0,0.0,Nov,2.0,2.0,2.0,11.0,Returning_Visitor,False,False
9618.0,0.0,0.0,0.0,0.0,19.0,465.6333333,0.0,0.026315789,0.0,0.0,Nov,1.0,1.0,1.0,2.0,New_Visitor,True,False
4266.0,0.0,0.0,0.0,0.0,50.0,1369.75,0.020408163,0.043307169,3.241653061,0.6,May,2.0,2.0,1.0,2.0,Returning_Visitor,False,False
201.0,1.0,32.0,,0.0,50.0,2867.0,,0.004,153.4432478,0.0,Mar,2.0,2.0,7.0,8.0,Returning_Visitor,True,True
9983.0,4.0,364.3333333,2.0,19.0,85.0,3642.066026,0.007777778,0.029549858,5.052145956,0.0,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,False
2865.0,0.0,0.0,0.0,0.0,12.0,136.5,0.016666667,,0.0,0.0,May,2.0,2.0,3.0,3.0,Returning_Visitor,False,False
6072.0,6.0,,,0.0,18.0,359.4,0.008333333,0.05,0.0,0.0,Sep,2.0,2.0,3.0,1.0,Returning_Visitor,False,False
8508.0,2.0,128.5,0.0,0.0,7.0,209.0,,0.053439153,0.0,0.0,Nov,3.0,2.0,3.0,2.0,Returning_Visitor,False,False
1603.0,1.0,412.0,0.0,0.0,54.0,2377.0,0.0,0.005090909,0.0,0.0,Mar,2.0,2.0,9.0,10.0,Returning_Visitor,False,False
8084.0,0.0,0.0,0.0,0.0,3.0,61.75,0.0,0.066666667,,0.0,Nov,2.0,10.0,1.0,3.0,Returning_Visitor,False,False
6917.0,0.0,0.0,0.0,0.0,8.0,316.1333333,0.0,0.05,0.0,0.0,,2.0,2.0,3.0,13.0,Returning_Visitor,False,False
4490.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.0,May,3.0,,9.0,3.0,Returning_Visitor,False,False
9877.0,0.0,,0.0,0.0,53.0,5504.695238,0.011538462,0.031446886,12.32661404,,Nov,2.0,2.0,1.0,1.0,Returning_Visitor,False,True
430.0,0.0,0.0,0.0,,1.0,,0.2,0.2,0.0,0.0,Mar,2.0,2.0,4.0,11.0,Returning_Visitor,False,False
2233.0,0.0,0.0,0.0,0.0,3.0,57.0,0.0,0.066666667,0.0,0.2,May,2.0,5.0,1.0,2.0,Returning_Visitor,False,False
3722.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,,May,,1.0,4.0,3.0,Returning_Visitor,False,False
10618.0,0.0,0.0,0.0,0.0,14.0,263.175,0.0,0.021428571,,0.0,Nov,5.0,11.0,1.0,8.0,Returning_Visitor,False,False
